,Date,Daily Return
158,2022/8/12,1.860046985
159,2022/8/13,0.089667614
160,2022/8/14,-0.449148151
161,2022/8/15,-0.74570849
162,2022/8/16,-1.006566886
163,2022/8/17,-2.283451842
164,2022/8/18,-0.549678962
165,2022/8/19,-10.06215621
166,2022/8/20,1.404785955
167,2022/8/21,1.766170047
168,2022/8/22,-0.61563252
169,2022/8/23,0.593629747
170,2022/8/24,-0.610576829
171,2022/8/25,0.960228582
172,2022/8/26,-6.186613677
173,2022/8/27,-1.08941345
174,2022/8/28,-2.116760436
175,2022/8/29,3.481185177
176,2022/8/30,-2.472103762
177,2022/8/31,1.263570313
178,2022/9/1,0.382247752
179,2022/9/2,-0.776608467
180,2022/9/3,-0.689197785
181,2022/9/4,0.777725528
182,2022/9/5,-0.882584574
183,2022/9/6,-4.94535402
184,2022/9/7,2.402846522
185,2022/9/8,0.206805077
186,2022/9/9,10.62187904
187,2022/9/10,1.420349916
188,2022/9/11,0.418445514
189,2022/9/12,2.757449188
190,2022/9/13,-9.274189254
191,2022/9/14,0.280091174
192,2022/9/15,-2.673008588
193,2022/9/16,0.348041538
194,2022/9/17,1.772474997
195,2022/9/18,-3.516273038
196,2022/9/19,0.646580186
197,2022/9/20,-3.35013
198,2022/9/21,-1.820325326
199,2022/9/22,4.741931313
200,2022/9/23,-0.591177373
201,2022/9/24,-1.865464569
202,2022/9/25,-0.708759451
203,2022/9/26,2.227045856
204,2022/9/27,-0.57899228
205,2022/9/28,1.68597748
206,2022/9/29,0.747751362
207,2022/9/30,-0.723647139
208,2022/10/1,-0.612470381
209,2022/10/2,-1.386414004
210,2022/10/3,3.043003773
211,2022/10/4,3.634706923
212,2022/10/5,-0.861449901
213,2022/10/6,-1.019767396
214,2022/10/7,-2.057911956
215,2022/10/8,-0.663857502
216,2022/10/9,0.149078397
217,2022/10/10,-1.568060872
218,2022/10/11,-0.457610279
219,2022/10/12,0.550048668
220,2022/10/13,1.179401219
221,2022/10/14,-1.015744181
222,2022/10/15,-0.614021621
223,2022/10/16,1.044525592
224,2022/10/17,1.464537443
225,2022/10/18,-1.105092699
226,2022/10/19,-1.011077895
227,2022/10/20,-0.440721728
228,2022/10/21,0.625961022
229,2022/10/22,0.186771763
230,2022/10/23,1.870462338
231,2022/10/24,-1.135526792
232,2022/10/25,3.881591847
233,2022/10/26,3.375458396
234,2022/10/27,-2.344251775
235,2022/10/28,1.515157641
236,2022/10/29,1.08459298
237,2022/10/30,-0.876064272
238,2022/10/31,-0.668430317
239,2022/11/1,-0.046962907
240,2022/11/2,-1.579142342
241,2022/11/3,0.234585908
242,2022/11/4,4.643830175
243,2022/11/5,0.651976685
244,2022/11/6,-1.684610563
245,2022/11/7,-1.537923607
246,2022/11/8,-9.996763228
247,2022/11/9,-14.3605245
248,2022/11/10,10.72591017
249,2022/11/11,-3.122056067
250,2022/11/12,-1.395147016
251,2022/11/13,-2.656933278
252,2022/11/14,1.627754632
253,2022/11/15,1.60751712
254,2022/11/16,-1.272790769
255,2022/11/17,0.102527656
256,2022/11/18,0.059116049
257,2022/11/19,0.091794258
258,2022/11/20,-2.519535142
259,2022/11/21,-3.093318614
260,2022/11/22,2.58180829
261,2022/11/23,2.56315573
262,2022/11/24,-0.043173801
263,2022/11/25,-0.484438192
264,2022/11/26,-0.346788474
265,2022/11/27,-0.11695819
266,2022/11/28,-1.355823429
267,2022/11/29,1.401824053
268,2022/11/30,4.396892003
269,2022/12/1,-1.17002049
270,2022/12/2,0.707046966
271,2022/12/3,-1.064132761
272,2022/12/4,1.314846061
273,2022/12/5,-0.899464697
274,2022/12/6,0.673131199
275,2022/12/7,-1.412439355
276,2022/12/8,2.291903528
277,2022/12/9,-0.574484918
278,2022/12/10,-0.032076707
279,2022/12/11,-0.148966776
280,2022/12/12,0.607732788
281,2022/12/13,3.34105664
282,2022/12/14,0.188864351
283,2022/12/15,-2.519300843
284,2022/12/16,-4.129462779
285,2022/12/17,0.889707043
286,2022/12/18,-0.224063395
287,2022/12/19,-1.905606221
288,2022/12/20,2.825225598
289,2022/12/21,-0.514608813
290,2022/12/22,0.071118246
291,2022/12/23,-0.194248941
292,2022/12/24,0.302312126
293,2022/12/25,-0.032761711
294,2022/12/26,0.460477
295,2022/12/27,-1.194596082
296,2022/12/28,-0.980044275
297,2022/12/29,0.543848348
298,2022/12/30,-0.232818774
299,2022/12/31,-0.338345206
300,2023/1/1,0.466318687
301,2023/1/2,0.378700794
302,2023/1/3,-0.053869713
303,2023/1/4,1.09730787
304,2023/1/5,-0.158545803
305,2023/1/6,0.685987476
306,2023/1/7,0.017466476
307,2023/1/8,0.808050391
308,2023/1/9,0.599991499
309,2023/1/10,1.473532823
310,2023/1/11,2.800223811
311,2023/1/12,4.150629223
312,2023/1/13,5.515253269
313,2023/1/14,5.352752228
314,2023/1/15,-0.460901532
315,2023/1/16,1.376329431
316,2023/1/17,-0.067598061
317,2023/1/18,-2.231786768
318,2023/1/19,1.933831803
319,2023/1/20,7.546367256
320,2023/1/21,0.441836997
321,2023/1/22,-0.252745399
322,2023/1/23,0.938968024
323,2023/1/24,-1.278512746
324,2023/1/25,2.113989754
325,2023/1/26,-0.329645949
326,2023/1/27,0.208468191
327,2023/1/28,-0.211763754
328,2023/1/29,3.226532471
329,2023/1/30,-3.930698568
330,2023/1/31,1.306812235
331,2023/2/1,2.53236126
332,2023/2/2,-1.049512963
333,2023/2/3,-0.085600115
334,2023/2/4,-0.488232928
335,2023/2/5,-1.613998062
336,2023/2/6,-0.844784908
337,2023/2/7,2.227962719
338,2023/2/8,-1.392820289
339,2023/2/9,-4.913708325
340,2023/2/10,-0.769156334
341,2023/2/11,1.011614648
342,2023/2/12,-0.378124402
343,2023/2/13,0.096853915
344,2023/2/14,1.921777073
345,2023/2/15,9.393343025
346,2023/2/16,-2.813449475
347,2023/2/17,3.997743693
348,2023/2/18,0.309300022
349,2023/2/19,-1.267793908
350,2023/2/20,2.023803342
351,2023/2/21,-1.59744909
352,2023/2/22,-1.017186918
353,2023/2/23,-1.005454055
354,2023/2/24,-3.123196423
355,2023/2/25,-0.10668046
356,2023/2/26,1.670233832
357,2023/2/27,-0.163742368
358,2023/2/28,-1.592071065
359,2023/3/1,2.140825878
360,2023/3/2,-0.725472968
361,2023/3/3,-4.744944192
362,2023/3/4,-0.042812911
363,2023/3/5,0.364000244
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
